epoch,step,train/loss_epoch,train/loss_step,val/error_u,val/loss,val/loss_best
0,0,,3.836447238922119,,,
0,0,3.836447238922119,,,,
1,1,,2.6323986053466797,,,
1,1,2.6323986053466797,,,,
2,2,,1.7693946361541748,,,
2,2,1.7693946361541748,,,,
3,3,,1.1931999921798706,,,
3,3,1.1931999921798706,,,,
4,4,,0.8422892093658447,,,
4,4,0.8422892093658447,,,,
5,5,,0.6560903787612915,,,
5,5,0.6560903787612915,,,,
6,6,,0.5815983414649963,,,
6,6,0.5815983414649963,,,,
7,7,,0.5761877298355103,,,
7,7,0.5761877298355103,,,,
8,8,,0.6067643761634827,,,
8,8,0.6067643761634827,,,,
9,9,,0.6486654281616211,,,
9,9,0.6486654281616211,,,,
10,10,,0.6854358911514282,,,
10,10,0.6854358911514282,,,,
11,11,,0.7082059979438782,,,
11,11,0.7082059979438782,,,,
12,12,,0.7142395377159119,,,
12,12,0.7142395377159119,,,,
13,13,,0.7050291895866394,,,
13,13,0.7050291895866394,,,,
14,14,,0.6843951940536499,,,
14,14,0.6843951940536499,,,,
15,15,,0.6569113731384277,,,
15,15,0.6569113731384277,,,,
16,16,,0.6268081068992615,,,
16,16,0.6268081068992615,,,,
17,17,,0.5973658561706543,,,
17,17,0.5973658561706543,,,,
18,18,,0.5707167387008667,,,
18,18,0.5707167387008667,,,,
19,19,,0.5479340553283691,,,
19,19,0.5479340553283691,,,,
20,20,,0.5292779803276062,,,
20,20,0.5292779803276062,,,,
21,21,,0.5144886374473572,,,
21,21,0.5144886374473572,,,,
22,22,,0.5030494332313538,,,
22,22,0.5030494332313538,,,,
23,23,,0.49437984824180603,,,
23,23,0.49437984824180603,,,,
24,24,,0.487949937582016,,,
24,24,0.487949937582016,,,,
25,25,,0.4833258390426636,,,
25,25,0.4833258390426636,,,,
26,26,,0.48017042875289917,,,
26,26,0.48017042875289917,,,,
27,27,,0.4782164990901947,,,
27,27,0.4782164990901947,,,,
28,28,,0.47723278403282166,,,
28,28,0.47723278403282166,,,,
29,29,,0.47699302434921265,,,
29,29,0.47699302434921265,,,,
30,30,,0.47725722193717957,,,
30,30,0.47725722193717957,,,,
31,31,,0.47776806354522705,,,
31,31,0.47776806354522705,,,,
32,32,,0.4782589077949524,,,
32,32,0.4782589077949524,,,,
33,33,,0.4784747064113617,,,
33,33,0.4784747064113617,,,,
34,34,,0.4781958758831024,,,
34,34,0.4781958758831024,,,,
35,35,,0.47726234793663025,,,
35,35,0.47726234793663025,,,,
36,36,,0.475590318441391,,,
36,36,0.475590318441391,,,,
37,37,,0.4731810390949249,,,
37,37,0.4731810390949249,,,,
38,38,,0.47011688351631165,,,
38,38,0.47011688351631165,,,,
39,39,,0.4665483236312866,,,
39,39,0.4665483236312866,,,,
40,40,,0.462672621011734,,,
40,40,0.462672621011734,,,,
41,41,,0.4587074816226959,,,
41,41,0.4587074816226959,,,,
42,42,,0.454864501953125,,,
42,42,0.454864501953125,,,,
43,43,,0.4513256251811981,,,
43,43,0.4513256251811981,,,,
44,44,,0.4482240378856659,,,
44,44,0.4482240378856659,,,,
45,45,,0.4456343650817871,,,
45,45,0.4456343650817871,,,,
46,46,,0.44357022643089294,,,
46,46,0.44357022643089294,,,,
47,47,,0.4419896900653839,,,
47,47,0.4419896900653839,,,,
48,48,,0.44080865383148193,,,
48,48,0.44080865383148193,,,,
49,49,,0.4399169683456421,,,
49,49,0.4399169683456421,,,,
50,50,,0.43919673562049866,,,
50,50,0.43919673562049866,,,,
51,51,,0.4385391175746918,,,
51,51,0.4385391175746918,,,,
52,52,,0.43785640597343445,,,
52,52,0.43785640597343445,,,,
53,53,,0.4370903968811035,,,
53,53,0.4370903968811035,,,,
54,54,,0.43621328473091125,,,
54,54,0.43621328473091125,,,,
55,55,,0.4352251887321472,,,
55,55,0.4352251887321472,,,,
56,56,,0.4341468811035156,,,
56,56,0.4341468811035156,,,,
57,57,,0.4330107867717743,,,
57,57,0.4330107867717743,,,,
58,58,,0.4318532645702362,,,
58,58,0.4318532645702362,,,,
59,59,,0.43070733547210693,,,
59,59,0.43070733547210693,,,,
60,60,,0.429598331451416,,,
60,60,0.429598331451416,,,,
61,61,,0.42854249477386475,,,
61,61,0.42854249477386475,,,,
62,62,,0.4275479316711426,,,
62,62,0.4275479316711426,,,,
63,63,,0.42661628127098083,,,
63,63,0.42661628127098083,,,,
64,64,,0.4257459044456482,,,
64,64,0.4257459044456482,,,,
65,65,,0.4249338209629059,,,
65,65,0.4249338209629059,,,,
66,66,,0.42417725920677185,,,
66,66,0.42417725920677185,,,,
67,67,,0.42347270250320435,,,
67,67,0.42347270250320435,,,,
68,68,,0.42281684279441833,,,
68,68,0.42281684279441833,,,,
69,69,,0.4222038984298706,,,
69,69,0.4222038984298706,,,,
70,70,,0.4216257631778717,,,
70,70,0.4216257631778717,,,,
71,71,,0.4210715889930725,,,
71,71,0.4210715889930725,,,,
72,72,,0.42052894830703735,,,
72,72,0.42052894830703735,,,,
73,73,,0.4199850559234619,,,
73,73,0.4199850559234619,,,,
74,74,,0.4194291830062866,,,
74,74,0.4194291830062866,,,,
75,75,,0.41885462403297424,,,
75,75,0.41885462403297424,,,,
76,76,,0.4182591140270233,,,
76,76,0.4182591140270233,,,,
77,77,,0.41764599084854126,,,
77,77,0.41764599084854126,,,,
78,78,,0.4170225262641907,,,
78,78,0.4170225262641907,,,,
79,79,,0.4163985550403595,,,
79,79,0.4163985550403595,,,,
80,80,,0.4157847762107849,,,
80,80,0.4157847762107849,,,,
81,81,,0.41518929600715637,,,
81,81,0.41518929600715637,,,,
82,82,,0.4146176278591156,,,
82,82,0.4146176278591156,,,,
83,83,,0.41407135128974915,,,
83,83,0.41407135128974915,,,,
84,84,,0.4135478138923645,,,
84,84,0.4135478138923645,,,,
85,85,,0.4130418300628662,,,
85,85,0.4130418300628662,,,,
86,86,,0.4125469923019409,,,
86,86,0.4125469923019409,,,,
87,87,,0.41205641627311707,,,
87,87,0.41205641627311707,,,,
88,88,,0.41156506538391113,,,
88,88,0.41156506538391113,,,,
89,89,,0.41106948256492615,,,
89,89,0.41106948256492615,,,,
90,90,,0.4105682373046875,,,
90,90,0.4105682373046875,,,,
91,91,,0.41006171703338623,,,
91,91,0.41006171703338623,,,,
92,92,,0.40955185890197754,,,
92,92,0.40955185890197754,,,,
93,93,,0.4090404510498047,,,
93,93,0.4090404510498047,,,,
94,94,,0.40852946043014526,,,
94,94,0.40852946043014526,,,,
95,95,,0.4080201983451843,,,
95,95,0.4080201983451843,,,,
96,96,,0.4075131416320801,,,
96,96,0.4075131416320801,,,,
97,97,,0.4070081114768982,,,
97,97,0.4070081114768982,,,,
98,98,,0.4065045714378357,,,
98,98,0.4065045714378357,,,,
99,99,,0.40600159764289856,,,
99,99,0.40600159764289856,,,,
100,100,,0.4054981768131256,,,
100,100,0.4054981768131256,,,,
101,101,,0.4049934148788452,,,
101,101,0.4049934148788452,,,,
102,102,,0.40448620915412903,,,
102,102,0.40448620915412903,,,,
103,103,,0.40397605299949646,,,
103,103,0.40397605299949646,,,,
104,104,,0.40346193313598633,,,
104,104,0.40346193313598633,,,,
105,105,,0.4029434323310852,,,
105,105,0.4029434323310852,,,,
106,106,,0.40241971611976624,,,
106,106,0.40241971611976624,,,,
107,107,,0.40189027786254883,,,
107,107,0.40189027786254883,,,,
108,108,,0.40135490894317627,,,
108,108,0.40135490894317627,,,,
109,109,,0.4008132517337799,,,
109,109,0.4008132517337799,,,,
110,110,,0.4002653658390045,,,
110,110,0.4002653658390045,,,,
111,111,,0.3997112214565277,,,
111,111,0.3997112214565277,,,,
112,112,,0.3991508483886719,,,
112,112,0.3991508483886719,,,,
113,113,,0.3985839784145355,,,
113,113,0.3985839784145355,,,,
114,114,,0.39801040291786194,,,
114,114,0.39801040291786194,,,,
115,115,,0.3974294662475586,,,
115,115,0.3974294662475586,,,,
116,116,,0.39684057235717773,,,
116,116,0.39684057235717773,,,,
117,117,,0.39624279737472534,,,
117,117,0.39624279737472534,,,,
118,118,,0.3956353962421417,,,
118,118,0.3956353962421417,,,,
119,119,,0.3950175642967224,,,
119,119,0.3950175642967224,,,,
120,120,,0.3943886160850525,,,
120,120,0.3943886160850525,,,,
121,121,,0.393748015165329,,,
121,121,0.393748015165329,,,,
122,122,,0.39309534430503845,,,
122,122,0.39309534430503845,,,,
123,123,,0.3924304246902466,,,
123,123,0.3924304246902466,,,,
124,124,,0.3917527198791504,,,
124,124,0.3917527198791504,,,,
125,125,,0.39106205105781555,,,
125,125,0.39106205105781555,,,,
126,126,,0.39035820960998535,,,
126,126,0.39035820960998535,,,,
127,127,,0.3896406292915344,,,
127,127,0.3896406292915344,,,,
128,128,,0.3889086842536926,,,
128,128,0.3889086842536926,,,,
129,129,,0.38816192746162415,,,
129,129,0.38816192746162415,,,,
130,130,,0.3873997926712036,,,
130,130,0.3873997926712036,,,,
131,131,,0.3866216838359833,,,
131,131,0.3866216838359833,,,,
132,132,,0.38582712411880493,,,
132,132,0.38582712411880493,,,,
133,133,,0.3850158154964447,,,
133,133,0.3850158154964447,,,,
134,134,,0.38418689370155334,,,
134,134,0.38418689370155334,,,,
