epoch,step,train/loss_epoch,train/loss_step,val/error_u,val/loss,val/loss_best
0,0,,3.2560622692108154,,,
0,0,3.2560622692108154,,,,
1,1,,2.158874988555908,,,
1,1,2.158874988555908,,,,
2,2,,1.4076642990112305,,,
2,2,1.4076642990112305,,,,
3,3,,0.9407104849815369,,,
3,3,0.9407104849815369,,,,
4,4,,0.6873118877410889,,,
4,4,0.6873118877410889,,,,
5,5,,0.5779036283493042,,,
5,5,0.5779036283493042,,,,
6,6,,0.5537049770355225,,,
6,6,0.5537049770355225,,,,
7,7,,0.5709183216094971,,,
7,7,0.5709183216094971,,,,
8,8,,0.6001341342926025,,,
8,8,0.6001341342926025,,,,
9,9,,0.62420654296875,,,
9,9,0.62420654296875,,,,
10,10,,0.635338544845581,,,
10,10,0.635338544845581,,,,
11,11,,0.6321139335632324,,,
11,11,0.6321139335632324,,,,
12,12,,0.6169758439064026,,,
12,12,0.6169758439064026,,,,
13,13,,0.5941764712333679,,,
13,13,0.5941764712333679,,,,
14,14,,0.5682162046432495,,,
14,14,0.5682162046432495,,,,
15,15,,0.5427983999252319,,,
15,15,0.5427983999252319,,,,
16,16,,0.5203052759170532,,,
16,16,0.5203052759170532,,,,
17,17,,0.5017327666282654,,,
17,17,0.5017327666282654,,,,
18,18,,0.4869641065597534,,,
18,18,0.4869641065597534,,,,
19,19,,0.47521185874938965,,,
19,19,0.47521185874938965,,,,
20,20,,0.46546703577041626,,,
20,20,0.46546703577041626,,,,
21,21,,0.45683908462524414,,,
21,21,0.45683908462524414,,,,
22,22,,0.4487443268299103,,,
22,22,0.4487443268299103,,,,
23,23,,0.44095176458358765,,,
23,23,0.44095176458358765,,,,
24,24,,0.433530330657959,,,
24,24,0.433530330657959,,,,
25,25,,0.4267410337924957,,,
25,25,0.4267410337924957,,,,
26,26,,0.4209141731262207,,,
26,26,0.4209141731262207,,,,
27,27,,0.41633787751197815,,,
27,27,0.41633787751197815,,,,
28,28,,0.41317620873451233,,,
28,28,0.41317620873451233,,,,
29,29,,0.41142410039901733,,,
29,29,0.41142410039901733,,,,
30,30,,0.41090133786201477,,,
30,30,0.41090133786201477,,,,
31,31,,0.41128039360046387,,,
31,31,0.41128039360046387,,,,
32,32,,0.41214075684547424,,,
32,32,0.41214075684547424,,,,
33,33,,0.4130358397960663,,,
33,33,0.4130358397960663,,,,
34,34,,0.4135606586933136,,,
34,34,0.4135606586933136,,,,
35,35,,0.41340816020965576,,,
35,35,0.41340816020965576,,,,
36,36,,0.4124051630496979,,,
36,36,0.4124051630496979,,,,
37,37,,0.41052475571632385,,,
37,37,0.41052475571632385,,,,
38,38,,0.40787437558174133,,,
38,38,0.40787437558174133,,,,
39,39,,0.4046659469604492,,,
39,39,0.4046659469604492,,,,
40,40,,0.401172935962677,,,
40,40,0.401172935962677,,,,
41,41,,0.39768439531326294,,,
41,41,0.39768439531326294,,,,
42,42,,0.3944617509841919,,,
42,42,0.3944617509841919,,,,
43,43,,0.3917044997215271,,,
43,43,0.3917044997215271,,,,
44,44,,0.38953015208244324,,,
44,44,0.38953015208244324,,,,
45,45,,0.3879683017730713,,,
45,45,0.3879683017730713,,,,
46,46,,0.3869684338569641,,,
46,46,0.3869684338569641,,,,
47,47,,0.38641977310180664,,,
47,47,0.38641977310180664,,,,
48,48,,0.3861772119998932,,,
48,48,0.3861772119998932,,,,
49,49,,0.3860892951488495,,,
49,49,0.3860892951488495,,,,
50,50,,0.38602229952812195,,,
50,50,0.38602229952812195,,,,
51,51,,0.38587817549705505,,,
51,51,0.38587817549705505,,,,
52,52,,0.3856027126312256,,,
52,52,0.3856027126312256,,,,
53,53,,0.3851841986179352,,,
53,53,0.3851841986179352,,,,
54,54,,0.38464564085006714,,,
54,54,0.38464564085006714,,,,
55,55,,0.38403069972991943,,,
55,55,0.38403069972991943,,,,
56,56,,0.38339030742645264,,,
56,56,0.38339030742645264,,,,
57,57,,0.38276928663253784,,,
57,57,0.38276928663253784,,,,
58,58,,0.3821983337402344,,,
58,58,0.3821983337402344,,,,
59,59,,0.3816908299922943,,,
59,59,0.3816908299922943,,,,
60,60,,0.38124436140060425,,,
60,60,0.38124436140060425,,,,
61,61,,0.3808453679084778,,,
61,61,0.3808453679084778,,,,
62,62,,0.38047635555267334,,,
62,62,0.38047635555267334,,,,
63,63,,0.3801216185092926,,,
63,63,0.3801216185092926,,,,
64,64,,0.379771888256073,,,
64,64,0.379771888256073,,,,
65,65,,0.3794257640838623,,,
65,65,0.3794257640838623,,,,
66,66,,0.3790881633758545,,,
66,66,0.3790881633758545,,,,
67,67,,0.37876757979393005,,,
67,67,0.37876757979393005,,,,
68,68,,0.3784719705581665,,,
68,68,0.3784719705581665,,,,
69,69,,0.37820520997047424,,,
69,69,0.37820520997047424,,,,
70,70,,0.37796539068222046,,,
70,70,0.37796539068222046,,,,
71,71,,0.37774449586868286,,,
71,71,0.37774449586868286,,,,
72,72,,0.37753042578697205,,,
72,72,0.37753042578697205,,,,
73,73,,0.3773096799850464,,,
73,73,0.3773096799850464,,,,
74,74,,0.37707090377807617,,,
74,74,0.37707090377807617,,,,
75,75,,0.37680697441101074,,,
75,75,0.37680697441101074,,,,
76,76,,0.3765169680118561,,,
76,76,0.3765169680118561,,,,
77,77,,0.3762056529521942,,,
77,77,0.3762056529521942,,,,
78,78,,0.37588223814964294,,,
78,78,0.37588223814964294,,,,
79,79,,0.37555766105651855,,,
79,79,0.37555766105651855,,,,
80,80,,0.37524259090423584,,,
80,80,0.37524259090423584,,,,
81,81,,0.3749448359012604,,,
81,81,0.3749448359012604,,,,
82,82,,0.37466827034950256,,,
82,82,0.37466827034950256,,,,
83,83,,0.3744127154350281,,,
83,83,0.3744127154350281,,,,
84,84,,0.37417441606521606,,,
84,84,0.37417441606521606,,,,
85,85,,0.37394776940345764,,,
85,85,0.37394776940345764,,,,
86,86,,0.3737264573574066,,,
86,86,0.3737264573574066,,,,
87,87,,0.3735051155090332,,,
87,87,0.3735051155090332,,,,
88,88,,0.3732803463935852,,,
88,88,0.3732803463935852,,,,
89,89,,0.37305063009262085,,,
89,89,0.37305063009262085,,,,
90,90,,0.37281644344329834,,,
90,90,0.37281644344329834,,,,
91,91,,0.37257930636405945,,,
91,91,0.37257930636405945,,,,
92,92,,0.3723413050174713,,,
92,92,0.3723413050174713,,,,
93,93,,0.3721042573451996,,,
93,93,0.3721042573451996,,,,
94,94,,0.3718693256378174,,,
94,94,0.3718693256378174,,,,
95,95,,0.37163686752319336,,,
95,95,0.37163686752319336,,,,
96,96,,0.3714064955711365,,,
96,96,0.3714064955711365,,,,
97,97,,0.37117746472358704,,,
97,97,0.37117746472358704,,,,
98,98,,0.37094876170158386,,,
98,98,0.37094876170158386,,,,
99,99,,0.37071987986564636,,,
99,99,0.37071987986564636,,,,
100,100,,,0.8882331252098083,0.29776114225387573,0.29776114225387573
