epoch,step,train/loss_epoch,train/loss_step
124,124,0.3708435297012329,
125,125,,0.3686766028404236
125,125,0.3686766028404236,
126,126,,0.3663841784000397
126,126,0.3663841784000397,
127,127,,0.36395463347435
127,127,0.36395463347435,
128,128,,0.3613792061805725
128,128,0.3613792061805725,
129,129,,0.3586494028568268
129,129,0.3586494028568268,
130,130,,0.3557550609111786
130,130,0.3557550609111786,
131,131,,0.35268768668174744
131,131,0.35268768668174744,
132,132,,0.34943726658821106
132,132,0.34943726658821106,
133,133,,0.34599435329437256
133,133,0.34599435329437256,
134,134,,0.3423512876033783
134,134,0.3423512876033783,
135,135,,0.3385014235973358
135,135,0.3385014235973358,
136,136,,0.334438681602478
136,136,0.334438681602478,
137,137,,0.33015885949134827
137,137,0.33015885949134827,
138,138,,0.32566025853157043
138,138,0.32566025853157043,
139,139,,0.32094261050224304
139,139,0.32094261050224304,
140,140,,0.31601035594940186
140,140,0.31601035594940186,
141,141,,0.31086990237236023
141,141,0.31086990237236023,
142,142,,0.30553165078163147
142,142,0.30553165078163147,
143,143,,0.3000088632106781
143,143,0.3000088632106781,
144,144,,0.2943193316459656
144,144,0.2943193316459656,
145,145,,0.28848403692245483
145,145,0.28848403692245483,
146,146,,0.28252798318862915
146,146,0.28252798318862915,
147,147,,0.27647873759269714
147,147,0.27647873759269714,
148,148,,0.2703670859336853
148,148,0.2703670859336853,
149,149,,0.26422563195228577
149,149,0.26422563195228577,
150,150,,0.2580892741680145
150,150,0.2580892741680145,
151,151,,0.25199365615844727
151,151,0.25199365615844727,
152,152,,0.24597372114658356
152,152,0.24597372114658356,
153,153,,0.2400638610124588
153,153,0.2400638610124588,
154,154,,0.23429660499095917
154,154,0.23429660499095917,
155,155,,0.2287011593580246
155,155,0.2287011593580246,
156,156,,0.22330287098884583
156,156,0.22330287098884583,
157,157,,0.21812249720096588
157,157,0.21812249720096588,
158,158,,0.2131754755973816
158,158,0.2131754755973816,
159,159,,0.20847222208976746
159,159,0.20847222208976746,
160,160,,0.20401744544506073
160,160,0.20401744544506073,
161,161,,0.19981050491333008
161,161,0.19981050491333008,
162,162,,0.1958460956811905
162,162,0.1958460956811905,
163,163,,0.19211463630199432
163,163,0.19211463630199432,
164,164,,0.18860340118408203
164,164,0.18860340118408203,
165,165,,0.18529726564884186
165,165,0.18529726564884186,
166,166,,0.18217980861663818
166,166,0.18217980861663818,
167,167,,0.1792348027229309
167,167,0.1792348027229309,
168,168,,0.17644664645195007
168,168,0.17644664645195007,
169,169,,0.17380176484584808
169,169,0.17380176484584808,
170,170,,0.17128868401050568
170,170,0.17128868401050568,
171,171,,0.16889816522598267
171,171,0.16889816522598267,
172,172,,0.16662320494651794
172,172,0.16662320494651794,
173,173,,0.16445833444595337
173,173,0.16445833444595337,
174,174,,0.162399023771286
174,174,0.162399023771286,
175,175,,0.16044124960899353
175,175,0.16044124960899353,
176,176,,0.15858066082000732
176,176,0.15858066082000732,
177,177,,0.15681229531764984
177,177,0.15681229531764984,
178,178,,0.15512992441654205
178,178,0.15512992441654205,
179,179,,0.15352627635002136
179,179,0.15352627635002136,
180,180,,0.1519930213689804
180,180,0.1519930213689804,
181,181,,0.15052098035812378
181,181,0.15052098035812378,
182,182,,0.14910084009170532
182,182,0.14910084009170532,
183,183,,0.1477232724428177
183,183,0.1477232724428177,
184,184,,0.14638018608093262
184,184,0.14638018608093262,
185,185,,0.14506474137306213
185,185,0.14506474137306213,
186,186,,0.14377473294734955
186,186,0.14377473294734955,
187,187,,0.14251407980918884
187,187,0.14251407980918884,
188,188,,0.1413116455078125
188,188,0.1413116455078125,
189,189,,0.14025641977787018
189,189,0.14025641977787018,
190,190,,0.13963422179222107
190,190,0.13963422179222107,
191,191,,0.1402115821838379
191,191,0.1402115821838379,
192,192,,0.1432449221611023
192,192,0.1432449221611023,
193,193,,0.14794547855854034
193,193,0.14794547855854034,
194,194,,0.14617083966732025
194,194,0.14617083966732025,
195,195,,0.13599078357219696
195,195,0.13599078357219696,
196,196,,0.1323527991771698
196,196,0.1323527991771698,
197,197,,0.13762423396110535
197,197,0.13762423396110535,
198,198,,0.13615724444389343
198,198,0.13615724444389343,
199,199,,0.1289718896150589
199,199,0.1289718896150589,
200,200,,0.13003896176815033
200,200,0.13003896176815033,
201,201,,0.1321585476398468
201,201,0.1321585476398468,
202,202,,0.12704160809516907
202,202,0.12704160809516907,
203,203,,0.12537260353565216
203,203,0.12537260353565216,
204,204,,0.12762483954429626
204,204,0.12762483954429626,
205,205,,0.12466735392808914
205,205,0.12466735392808914,
206,206,,0.1221383586525917
206,206,0.1221383586525917,
207,207,,0.1236061379313469
207,207,0.1236061379313469,
208,208,,0.12205702811479568
208,208,0.12205702811479568,
209,209,,0.11953256279230118
209,209,0.11953256279230118,
210,210,,0.12018843740224838
210,210,0.12018843740224838,
211,211,,0.11942815035581589
211,211,0.11942815035581589,
212,212,,0.11724647134542465
212,212,0.11724647134542465,
213,213,,0.11724293977022171
213,213,0.11724293977022171,
214,214,,0.11688091605901718
214,214,0.11688091605901718,
215,215,,0.11513125151395798
215,215,0.11513125151395798,
216,216,,0.11466804146766663
216,216,0.11466804146766663,
217,217,,0.1144334077835083
217,217,0.1144334077835083,
218,218,,0.11312265694141388
218,218,0.11312265694141388,
219,219,,0.11238636821508408
219,219,0.11238636821508408,
220,220,,0.11211295425891876
220,220,0.11211295425891876,
221,221,,0.11117103695869446
221,221,0.11117103695869446,
222,222,,0.11035102605819702
222,222,0.11035102605819702,
223,223,,0.10994856059551239
223,223,0.10994856059551239,
224,224,,0.1092551201581955
224,224,0.1092551201581955,
225,225,,0.10849334299564362
225,225,0.10849334299564362,
226,226,,0.10797344148159027
226,226,0.10797344148159027,
227,227,,0.10737793147563934
227,227,0.10737793147563934,
228,228,,0.10673098266124725
228,228,0.10673098266124725,
229,229,,0.10618017613887787
229,229,0.10618017613887787,
230,230,,0.10558564960956573
230,230,0.10558564960956573,
231,231,,0.10500381886959076
231,231,0.10500381886959076,
232,232,,0.10450564324855804
232,232,0.10450564324855804,
233,233,,0.10392814874649048
233,233,0.10392814874649048,
234,234,,0.10332860052585602
234,234,0.10332860052585602,
235,235,,0.10286835581064224
235,235,0.10286835581064224,
236,236,,0.10238111764192581
236,236,0.10238111764192581,
237,237,,0.10177594423294067
237,237,0.10177594423294067,
238,238,,0.10126443952322006
238,238,0.10126443952322006,
239,239,,0.10085462033748627
239,239,0.10085462033748627,
240,240,,0.1003422811627388
240,240,0.1003422811627388,
241,241,,0.09978162497282028
241,241,0.09978162497282028,
242,242,,0.099336639046669
242,242,0.099336639046669,
243,243,,0.09892228245735168
243,243,0.09892228245735168,
244,244,,0.09842482209205627
244,244,0.09842482209205627,
245,245,,0.09793003648519516
245,245,0.09793003648519516,
246,246,,0.09750638157129288
246,246,0.09750638157129288,
247,247,,0.09708292782306671
247,247,0.09708292782306671,
248,248,,0.09662815183401108
248,248,0.09662815183401108,
249,249,,0.09619005769491196
249,249,0.09619005769491196,
250,250,,0.09577277302742004
250,250,0.09577277302742004,
251,251,,0.09534824639558792
251,251,0.09534824639558792,
252,252,,0.09493066370487213
252,252,0.09493066370487213,
253,253,,0.09453573822975159
253,253,0.09453573822975159,
254,254,,0.09413723647594452
254,254,0.09413723647594452,
255,255,,0.09372367709875107
255,255,0.09372367709875107,
256,256,,0.09332436323165894
256,256,0.09332436323165894,
257,257,,0.09295093268156052
257,257,0.09295093268156052,
258,258,,0.0925784632563591
258,258,0.0925784632563591,
259,259,,0.09219474345445633
259,259,0.09219474345445633,
260,260,,0.0918155312538147
260,260,0.0918155312538147,
261,261,,0.09144981950521469
261,261,0.09144981950521469,
262,262,,0.09108797460794449
262,262,0.09108797460794449,
263,263,,0.09072641283273697
263,263,0.09072641283273697,
264,264,,0.09037293493747711
264,264,0.09037293493747711,
265,265,,0.0900280550122261
265,265,0.0900280550122261,
266,266,,0.08968271315097809
266,266,0.08968271315097809,
267,267,,0.08933500200510025
267,267,0.08933500200510025,
268,268,,0.08899197727441788
268,268,0.08899197727441788,
269,269,,0.08865699917078018
269,269,0.08865699917078018,
270,270,,0.08832594752311707
270,270,0.08832594752311707,
271,271,,0.08799576014280319
271,271,0.08799576014280319,
272,272,,0.08766940981149673
272,272,0.08766940981149673,
273,273,,0.08734892308712006
273,273,0.08734892308712006,
274,274,,0.0870320051908493
274,274,0.0870320051908493,
275,275,,0.08671588450670242
275,275,0.08671588450670242,
276,276,,0.08640160411596298
276,276,0.08640160411596298,
277,277,,0.08609138429164886
277,277,0.08609138429164886,
278,278,,0.08578526228666306
278,278,0.08578526228666306,
279,279,,0.08548161387443542
279,279,0.08548161387443542,
280,280,,0.0851803869009018
280,280,0.0851803869009018,
281,281,,0.08488363027572632
281,281,0.08488363027572632,
282,282,,0.0845937505364418
282,282,0.0845937505364418,
283,283,,0.08431261777877808
283,283,0.08431261777877808,
284,284,,0.08404497802257538
284,284,0.08404497802257538,
285,285,,0.08380173146724701
285,285,0.08380173146724701,
286,286,,0.08360650390386581
286,286,0.08360650390386581,
287,287,,0.08350490778684616
287,287,0.08350490778684616,
288,288,,0.08359146118164062
288,288,0.08359146118164062,
289,289,,0.08404243737459183
289,289,0.08404243737459183,
290,290,,0.08516966551542282
290,290,0.08516966551542282,
291,291,,0.08728443086147308
291,291,0.08728443086147308,
292,292,,0.09029639512300491
292,292,0.09029639512300491,
293,293,,0.09239019453525543
293,293,0.09239019453525543,
294,294,,0.09102629125118256
294,294,0.09102629125118256,
295,295,,0.08572734147310257
295,295,0.08572734147310257,
296,296,,0.08132945001125336
296,296,0.08132945001125336,
297,297,,0.08146120607852936
297,297,0.08146120607852936,
298,298,,0.08435927331447601
298,298,0.08435927331447601,
299,299,,0.08556122332811356
299,299,0.08556122332811356,
300,300,,0.08301491290330887
300,300,0.08301491290330887,
301,301,,0.0799093022942543
301,301,0.0799093022942543,
302,302,,0.07979647070169449
302,302,0.07979647070169449,
303,303,,0.08171901851892471
303,303,0.08171901851892471,
304,304,,0.08211066573858261
304,304,0.08211066573858261,
305,305,,0.080012746155262
305,305,0.080012746155262,
306,306,,0.0782899409532547
306,306,0.0782899409532547,
307,307,,0.0787823274731636
307,307,0.0787823274731636,
308,308,,0.07984936982393265
308,308,0.07984936982393265,
309,309,,0.07941418886184692
309,309,0.07941418886184692,
310,310,,0.0779009610414505
310,310,0.0779009610414505,
311,311,,0.07718667387962341
311,311,0.07718667387962341,
312,312,,0.07762324810028076
312,312,0.07762324810028076,
313,313,,0.07797891646623611
313,313,0.07797891646623611,
314,314,,0.0774608626961708
314,314,0.0774608626961708,
315,315,,0.07653939723968506
315,315,0.07653939723968506,
316,316,,0.07609482854604721
316,316,0.07609482854604721,
317,317,,0.07624431699514389
317,317,0.07624431699514389,
318,318,,0.0763896033167839
318,318,0.0763896033167839,
319,319,,0.07605712115764618
319,319,0.07605712115764618,
320,320,,0.07539931684732437
320,320,0.07539931684732437,
321,321,,0.07495683431625366
321,321,0.07495683431625366,
322,322,,0.07493766397237778
322,322,0.07493766397237778,
323,323,,0.07502274215221405
323,323,0.07502274215221405,
324,324,,0.07483270019292831
324,324,0.07483270019292831,
325,325,,0.07436806708574295
325,325,0.07436806708574295,
326,326,,0.07394519448280334
326,326,0.07394519448280334,
327,327,,0.07375987619161606
327,327,0.07375987619161606,
328,328,,0.07372193783521652
328,328,0.07372193783521652,
329,329,,0.07363304495811462
329,329,0.07363304495811462,
330,330,,0.07340079545974731
330,330,0.07340079545974731,
331,331,,0.07308094203472137
331,331,0.07308094203472137,
332,332,,0.07277487963438034
332,332,0.07277487963438034,
333,333,,0.07255483418703079
333,333,0.07255483418703079,
334,334,,0.07242229580879211
334,334,0.07242229580879211,
335,335,,0.07231872528791428
335,335,0.07231872528791428,
336,336,,0.07217339426279068
336,336,0.07217339426279068,
337,337,,0.07195588946342468
337,337,0.07195588946342468,
338,338,,0.07169788330793381
338,338,0.07169788330793381,
339,339,,0.07145074009895325
339,339,0.07145074009895325,
340,340,,0.07124526798725128
340,340,0.07124526798725128,
341,341,,0.07107763737440109
341,341,0.07107763737440109,
342,342,,0.07093001157045364
342,342,0.07093001157045364,
343,343,,0.07078695297241211
343,343,0.07078695297241211,
344,344,,0.07063785940408707
344,344,0.07063785940408707,
345,345,,0.07047560811042786
345,345,0.07047560811042786,
346,346,,0.07029633969068527
346,346,0.07029633969068527,
347,347,,0.07010533660650253
347,347,0.07010533660650253,
348,348,,0.06991137564182281
348,348,0.06991137564182281,
349,349,,0.06972239911556244
349,349,0.06972239911556244,
350,350,,0.06953972578048706
350,350,0.06953972578048706,
351,351,,0.06936206668615341
351,351,0.06936206668615341,
352,352,,0.06918837130069733
352,352,0.06918837130069733,
353,353,,0.06901934742927551
353,353,0.06901934742927551,
354,354,,0.06885528564453125
354,354,0.06885528564453125,
355,355,,0.06869529187679291
355,355,0.06869529187679291,
356,356,,0.06853743642568588
356,356,0.06853743642568588,
357,357,,0.06838075816631317
357,357,0.06838075816631317,
358,358,,0.06822557747364044
358,358,0.06822557747364044,
359,359,,0.06807301193475723
359,359,0.06807301193475723,
360,360,,0.06792419403791428
360,360,0.06792419403791428,
361,361,,0.067780040204525
361,361,0.067780040204525,
362,362,,0.067642942070961
362,362,0.067642942070961,
363,363,,0.06751853227615356
363,363,0.06751853227615356,
364,364,,0.06741996109485626
364,364,0.06741996109485626,
365,365,,0.06737470626831055
365,365,0.06737470626831055,
366,366,,0.06744511425495148
366,366,0.06744511425495148,
367,367,,0.06776227802038193
367,367,0.06776227802038193,
368,368,,0.06863731145858765
368,368,0.06863731145858765,
369,369,,0.07066516578197479
369,369,0.07066516578197479,
370,370,,0.07514157891273499
370,370,0.07514157891273499,
371,371,,0.08306824415922165
371,371,0.08306824415922165,
372,372,,0.09435834735631943
372,372,0.09435834735631943,
373,373,,0.09750259667634964
373,373,0.09750259667634964,
374,374,,0.08636598289012909
374,374,0.08636598289012909,
375,375,,0.06870590895414352
375,375,0.06870590895414352,
376,376,,0.06879331171512604
376,376,0.06879331171512604,
377,377,,0.08045632392168045
377,377,0.08045632392168045,
378,378,,0.07978680729866028
378,378,0.07978680729866028,
379,379,,0.06901232898235321
379,379,0.06901232898235321,
380,380,,0.06696341186761856
380,380,0.06696341186761856,
381,381,,0.07419527322053909
381,381,0.07419527322053909,
382,382,,0.07416297495365143
382,382,0.07416297495365143,
383,383,,0.0665755569934845
383,383,0.0665755569934845,
384,384,,0.06724382936954498
384,384,0.06724382936954498,
385,385,,0.07178695499897003
385,385,0.07178695499897003,
386,386,,0.06865716725587845
386,386,0.06865716725587845,
387,387,,0.06514722853899002
387,387,0.06514722853899002,
388,388,,0.06737875193357468
388,388,0.06737875193357468,
389,389,,0.0685245618224144
389,389,0.0685245618224144,
390,390,,0.06583462655544281
390,390,0.06583462655544281,
391,391,,0.06493643671274185
391,391,0.06493643671274185,
392,392,,0.06675134599208832
392,392,0.06675134599208832,
393,393,,0.066401906311512
393,393,0.066401906311512,
394,394,,0.06439436972141266
394,394,0.06439436972141266,
395,395,,0.06490909308195114
395,395,0.06490909308195114,
396,396,,0.0657951682806015
396,396,0.0657951682806015,
397,397,,0.06450808048248291
397,397,0.06450808048248291,
398,398,,0.06381929665803909
398,398,0.06381929665803909,
399,399,,0.06458376348018646
399,399,0.06458376348018646,
400,400,,0.06442736834287643
400,400,0.06442736834287643,
401,401,,0.06351000815629959
401,401,0.06351000815629959,
402,402,,0.0635254755616188
402,402,0.0635254755616188,
403,403,,0.06394073367118835
403,403,0.06394073367118835,
404,404,,0.06350069493055344
404,404,0.06350069493055344,
405,405,,0.06295271962881088
405,405,0.06295271962881088,
406,406,,0.06319528073072433
406,406,0.06319528073072433,
407,407,,0.06330814957618713
407,407,0.06330814957618713,
408,408,,0.0627831518650055
408,408,0.0627831518650055,
409,409,,0.06255752593278885
409,409,0.06255752593278885,
410,410,,0.06278642266988754
410,410,0.06278642266988754,
411,411,,0.06268269568681717
411,411,0.06268269568681717,
412,412,,0.0622808076441288
412,412,0.0622808076441288,
413,413,,0.06220024824142456
413,413,0.06220024824142456,
414,414,,0.06234004721045494
414,414,0.06234004721045494,
415,415,,0.06218913570046425
415,415,0.06218913570046425,
416,416,,0.06188231706619263
416,416,0.06188231706619263,
417,417,,0.06184302642941475
417,417,0.06184302642941475,
418,418,,0.06191747635602951
418,418,0.06191747635602951,
419,419,,0.06176580861210823
419,419,0.06176580861210823,
420,420,,0.061533406376838684
420,420,0.061533406376838684,
421,421,,0.06148787587881088
421,421,0.06148787587881088,
422,422,,0.06151827052235603
422,422,0.06151827052235603,
423,423,,0.06140129640698433
423,423,0.06140129640698433,
424,424,,0.06121433526277542
424,424,0.06121433526277542,
425,425,,0.06114652380347252
425,425,0.06114652380347252,
426,426,,0.061149824410676956
426,426,0.061149824410676956,
427,427,,0.06106605380773544
427,427,0.06106605380773544,
428,428,,0.06091546639800072
428,428,0.06091546639800072,
429,429,,0.060825884342193604
429,429,0.060825884342193604,
430,430,,0.060803886502981186
430,430,0.060803886502981186,
431,431,,0.06074798107147217
431,431,0.06074798107147217,
432,432,,0.06063138693571091
432,432,0.06063138693571091,
433,433,,0.06052977964282036
433,433,0.06052977964282036,
434,434,,0.06048185005784035
434,434,0.06048185005784035,
435,435,,0.06043831631541252
435,435,0.06043831631541252,
436,436,,0.060354460030794144
436,436,0.060354460030794144,
437,437,,0.060255926102399826
437,437,0.060255926102399826,
438,438,,0.06018577516078949
438,438,0.06018577516078949,
439,439,,0.06013859808444977
439,439,0.06013859808444977,
440,440,,0.06007808446884155
440,440,0.06007808446884155,
441,441,,0.059995703399181366
441,441,0.059995703399181366,
442,442,,0.05991578847169876
442,442,0.05991578847169876,
443,443,,0.05985553562641144
443,443,0.05985553562641144,
444,444,,0.059802599251270294
444,444,0.059802599251270294,
445,445,,0.05973866581916809
445,445,0.05973866581916809,
446,446,,0.05966440215706825
446,446,0.05966440215706825,
447,447,,0.05959475040435791
447,447,0.05959475040435791,
448,448,,0.05953630432486534
448,448,0.05953630432486534,
449,449,,0.05948106199502945
449,449,0.05948106199502945,
450,450,,0.059419404715299606
450,450,0.059419404715299606,
451,451,,0.05935230106115341
451,451,0.05935230106115341,
452,452,,0.059287697076797485
452,452,0.059287697076797485,
453,453,,0.05922968313097954
453,453,0.05922968313097954,
454,454,,0.059174492955207825
454,454,0.059174492955207825,
455,455,,0.05911655351519585
455,455,0.05911655351519585,
456,456,,0.05905509367585182
456,456,0.05905509367585182,
457,457,,0.058993853628635406
457,457,0.058993853628635406,
458,458,,0.058936163783073425
458,458,0.058936163783073425,
459,459,,0.058881498873233795
459,459,0.058881498873233795,
460,460,,0.05882687866687775
460,460,0.05882687866687775,
461,461,,0.05877034366130829
461,461,0.05877034366130829,
462,462,,0.05871271342039108
462,462,0.05871271342039108,
463,463,,0.058655913919210434
463,463,0.058655913919210434,
464,464,,0.058601316064596176
464,464,0.058601316064596176,
465,465,,0.058548327535390854
465,465,0.058548327535390854,
466,466,,0.05849551409482956
466,466,0.05849551409482956,
467,467,,0.05844195559620857
467,467,0.05844195559620857,
468,468,,0.058387868106365204
468,468,0.058387868106365204,
469,469,,0.058334171772003174
469,469,0.058334171772003174,
470,470,,0.05828149616718292
470,470,0.05828149616718292,
471,471,,0.05823002755641937
471,471,0.05823002755641937,
472,472,,0.05817914009094238
472,472,0.05817914009094238,
473,473,,0.058128293603658676
473,473,0.058128293603658676,
474,474,,0.05807732418179512
474,474,0.05807732418179512,
475,475,,0.05802636593580246
475,475,0.05802636593580246,
476,476,,0.057975731790065765
476,476,0.057975731790065765,
477,477,,0.0579257607460022
477,477,0.0579257607460022,
478,478,,0.05787640064954758
478,478,0.05787640064954758,
479,479,,0.05782749131321907
479,479,0.05782749131321907,
480,480,,0.057778872549533844
480,480,0.057778872549533844,
481,481,,0.057730384171009064
481,481,0.057730384171009064,
482,482,,0.05768198147416115
482,482,0.05768198147416115,
483,483,,0.05763382837176323
483,483,0.05763382837176323,
484,484,,0.057585928589105606
484,484,0.057585928589105606,
485,485,,0.05753841996192932
485,485,0.05753841996192932,
486,486,,0.05749129131436348
486,486,0.05749129131436348,
487,487,,0.0574445016682148
487,487,0.0574445016682148,
488,488,,0.057398051023483276
488,488,0.057398051023483276,
489,489,,0.057351820170879364
489,489,0.057351820170879364,
490,490,,0.05730579048395157
490,490,0.05730579048395157,
491,491,,0.05725995451211929
491,491,0.05725995451211929,
492,492,,0.05721433088183403
492,492,0.05721433088183403,
493,493,,0.05716891959309578
493,493,0.05716891959309578,
494,494,,0.05712372809648514
494,494,0.05712372809648514,
495,495,,0.057078808546066284
495,495,0.057078808546066284,
496,496,,0.05703410506248474
496,496,0.05703410506248474,
497,497,,0.05698971450328827
497,497,0.05698971450328827,
498,498,,0.056945692747831345
498,498,0.056945692747831345,
499,499,,0.05690203607082367
